prometheus_engine_query_duration_seconds_count,16
node_netstat_Icmp6_OutMsgs,6
node_network_carrier_down_changes_total,70
prometheus_sd_file_scan_duration_seconds,12
apiserver_storage_data_key_generation_duration_seconds_count,10
coredns_cache_entries,8
coredns_dns_do_requests_total,4
grafana_alerting_execution_time_milliseconds_sum,2
kube_storageclass_info,2
node_disk_discarded_sectors_total,12
node_memory_Bounce_bytes,6
node_timex_pps_jitter_seconds,6
container_memory_max_usage_bytes,232
go_memstats_alloc_bytes,36
grafana_api_dashboard_get_milliseconds_sum,2
grafana_plugin_build_info,2
kube_pod_container_resource_requests_memory_bytes,70
node_memory_Inactive_bytes,6
node_network_receive_fifo_total,70
alertmanager_nflog_query_duration_seconds_bucket,72
alertmanager_nflog_snapshot_size_bytes,6
kube_pod_container_status_running,84
kube_replicaset_status_observed_generation,12
kubelet_cgroup_manager_duration_seconds_bucket,216
apiserver_admission_step_admission_duration_seconds_count,18
node_boot_time_seconds,6
node_forks_total,6
container_spec_cpu_period,232
node_disk_discards_completed_total,12
prometheus_target_interval_length_seconds_count,8
coredns_dns_response_size_bytes_bucket,120
kube_statefulset_labels,4
node:node_num_cpu:sum,6
process_cpu_seconds_total,36
container_memory_working_set_bytes,232
kube_deployment_status_replicas_updated,12
kubelet_cgroup_manager_duration_seconds_count,18
node_network_up,70
node_timex_loop_time_constant,6
kube_daemonset_created,10
kube_deployment_spec_strategy_rollingupdate_max_unavailable,12
kube_pod_container_resource_limits,68
alertmanager_config_last_reload_success_timestamp_seconds,6
alertmanager_config_last_reload_successful,6
authentication_token_cache_active_fetch_count,20
coredns_cache_misses_total,4
go_memstats_heap_objects,36
kube_secret_metadata_resource_version,66
kubelet_runtime_operations_duration_seconds_sum,104
node_netstat_TcpExt_SyncookiesFailed,6
process_open_fds,36
prometheus_target_sync_length_seconds_count,60
kube_deployment_spec_strategy_rollingupdate_max_surge,12
kubelet_containers_per_pod_count_sum,6
kube_deployment_status_replicas,12
node_udp_queues,24
node_network_carrier_up_changes_total,70
alertmanager_oversized_gossip_message_failure_total,12
alertmanager_silences_queries_total,6
alertmanager_silences_query_duration_seconds_bucket,72
container_fs_write_seconds_total,30
node_memory_Buffers_bytes,6
node_netstat_Udp_OutDatagrams,6
node_timex_estimated_error_seconds,6
prometheus_tsdb_head_max_time,4
apiserver_audit_event_total,10
apiserver_request:burnrate2h,2
grafana_api_login_oauth_total,2
kube_node_spec_unschedulable,6
node_disk_read_time_seconds_total,12
node_memory_AnonPages_bytes,6
node_timex_maxerror_seconds,6
prometheus_remote_storage_retried_samples_total,4
alertmanager_nflog_queries_total,6
apiserver_request_duration_seconds_sum,638
kube_endpoint_created,24
kube_pod_container_status_terminated_reason,504
kube_service_labels,24
storage_operation_duration_seconds_sum,70
ALERTS_FOR_STATE,6
kube_pod_init_container_status_last_terminated_reason,72
prometheus_http_request_duration_seconds_sum,12
alertmanager_alerts_received_total,24
code:apiserver_request_total:increase30d,16
prometheus_config_last_reload_success_timestamp_seconds,4
prometheus_tsdb_tombstone_cleanup_seconds_sum,4
grafana_api_dashboard_snapshot_create_total,2
node_netstat_Udp_RcvbufErrors,6
node_sockstat_UDPLITE_inuse,6
kube_namespace_created,10
prometheus_tsdb_wal_truncate_duration_seconds_count,4
alertmanager_notifications_total,48
go_memstats_sys_bytes,36
grafana_ldap_users_sync_execution_time_sum,2
grafana_stat_active_users,2
kube_daemonset_metadata_generation,10
prometheus_remote_storage_shards,4
prometheus_tsdb_blocks_loaded,4
alertmanager_cluster_messages_sent_total,12
container_memory_rss,232
go_memstats_heap_sys_bytes,36
node_network_receive_bytes_total,70
prometheus_remote_storage_sent_batch_duration_seconds_count,4
container_network_transmit_packets_dropped_total,58
grafana_api_user_signup_invite_total,2
prometheus_wal_watcher_current_segment,4
node_softnet_processed_total,12
authentication_token_cache_fetch_total,10
go_memstats_buck_hash_sys_bytes,36
kubelet_node_name,6
storage_operation_errors_total,12
apiserver_admission_step_admission_duration_seconds_sum,18
coredns_dns_request_size_bytes_sum,8
kube_pod_container_resource_requests_cpu_cores,42
go_memstats_heap_idle_bytes,36
namespace_workload_pod:kube_pod_owner:relabel,56
node_filesystem_device_error,18
prometheus_treecache_watcher_goroutines,4
rest_client_exec_plugin_certificate_rotation_age_sum,8
prometheus_tsdb_head_truncations_total,4
rest_client_exec_plugin_certificate_rotation_age_bucket,96
apiserver_client_certificate_expiration_seconds_count,10
container_scrape_error,6
kubelet_certificate_manager_server_rotation_seconds_bucket,66
prometheus_rule_group_duration_seconds,20
prometheus_target_interval_length_seconds,40
node_memory_NFS_Unstable_bytes,6
node_network_carrier,70
prometheus_api_remote_read_queries,4
node_network_receive_packets_total,70
prometheus_tsdb_head_series,4
apiserver_storage_transformation_duration_seconds_count,4
grafana_page_response_status_total,8
prometheus_remote_storage_shards_desired,4
coredns_dns_request_duration_seconds_bucket,272
kubelet_pod_start_duration_seconds_bucket,72
prometheus_operator_watch_operations_total,6
apiserver_init_events_total,16
kube_deployment_status_condition,72
kube_pod_status_phase,280
node_entropy_available_bits,6
node_network_iface_link_mode,70
kube_daemonset_labels,10
node_filefd_maximum,6
alertmanager_oversized_gossip_message_sent_total,12
coredns_dns_request_size_bytes_count,8
prometheus_operator_node_syncs_total,2
grafana_api_dashboard_snapshot_external_total,2
node_memory_MemFree_bytes,6
workqueue_work_duration_seconds_sum,38
alertmanager_cluster_members,6
node_disk_read_bytes_total,12
node_timex_offset_seconds,6
prometheus_tsdb_compaction_chunk_range_seconds_bucket,44
node_netstat_Icmp_OutMsgs,6
node_network_transmit_drop_total,70
prometheus_tsdb_compaction_chunk_size_bytes_bucket,52
alertmanager_peer_position,6
kube_replicaset_status_replicas,12
prometheus_sd_consul_rpc_failures_total,4
container_cpu_system_seconds_total,232
prometheus_build_info,4
go_memstats_mcache_inuse_bytes,36
prometheus_operator_kubernetes_client_http_request_duration_seconds_sum,4
prometheus_tsdb_compactions_total,4
container_fs_io_time_weighted_seconds_total,30
node_network_iface_id,70
